Date,Close,RSI,SMA_200,Signal,Signal_Name
2020-06-01,0.9175230264663696,64.06372181039066,0.8948809587955475,1,BUY
2020-06-08,0.9377729892730713,83.41371198117963,0.8957988834381103,-1,SELL
2020-06-10,0.9314900040626526,66.9604126197334,0.8961657336354256,1,BUY
2020-06-11,0.9356650114059448,70.64688767205482,0.896351058781147,-1,SELL
2020-06-22,0.9290400147438049,56.477722317662334,0.8973572337627411,1,BUY
2020-06-24,0.9398300051689148,54.70253635127029,0.8976466336846352,-1,SELL
2020-07-02,0.9387999773025513,57.47678898812734,0.8987816083431244,1,BUY
2020-07-07,0.944350004196167,66.70123290163815,0.8994821983575821,-1,SELL
2020-07-17,0.9466140270233154,68.30587266252311,0.9014797136187553,1,BUY
2020-07-20,0.9506499767303467,73.48400340139165,0.901747313439846,-1,SELL
2020-07-27,0.952269971370697,60.743294486335095,0.9032233583927155,1,BUY
2020-07-31,0.9661639928817749,70.79231299753351,0.9044829681515694,-1,SELL
2020-08-28,0.9538300037384033,45.03895156957556,0.9093666487932205,1,BUY
2020-08-31,0.9641500115394592,58.62512151349735,0.9096720987558364,-1,SELL
2020-09-09,0.9539999961853027,55.32008446712336,0.9115614685416221,1,BUY
2020-09-14,0.9596999883651733,65.66440364070252,0.912388773560524,-1,SELL
2020-09-28,0.9420300126075745,32.647569839262815,0.9149359139800072,1,BUY
2020-09-30,0.9560400247573853,48.9000295386722,0.9153472739458084,-1,SELL
2020-10-21,0.9248999953269958,7.5731418666244394,0.9183040142059327,1,BUY
2020-10-22,0.934581995010376,27.84700918928499,0.9184736242890358,-1,SELL
2020-11-20,0.9508000016212463,66.3754546416616,0.9239826595783234,1,BUY
2020-11-23,0.9569399952888489,77.39455621554578,0.9243132245540618,-1,SELL
2020-11-24,0.9536730051040649,64.31989607643986,0.924642589688301,1,BUY
2020-11-25,0.9573400020599365,68.26666744872851,0.9249942296743393,-1,SELL
2020-12-09,0.949400007724762,42.26495296860175,0.9288806095719337,1,BUY
2020-12-15,0.9613000154495239,55.631407996094175,0.9301847097277641,-1,SELL
2020-12-17,0.9648799896240234,58.36685363838595,0.93088387966156,1,BUY
2020-12-21,0.9719300270080566,69.73362841490405,0.9319573846459389,-1,SELL
2020-12-24,0.973550021648407,71.73748274407696,0.9338267698884011,1,BUY
2020-12-25,0.9768000245094299,89.57968385051718,0.9345499300956726,-1,SELL
2020-12-30,0.9754899740219116,81.94734786506106,0.9364599847793579,1,BUY
2021-01-04,0.9811000227928162,82.97796300230516,0.9383645549416542,-1,SELL
2021-01-05,0.9797999858856201,84.35759038868345,0.9388910549879074,1,BUY
2021-01-07,0.9896469712257385,84.26970169370422,0.9401306900382042,-1,SELL
2021-01-19,0.9796019792556763,55.37965108843812,0.9446249547600746,1,BUY
2021-01-20,0.9811099767684937,51.08982555952926,0.9450653547048569,-1,SELL
2021-02-01,0.9754400253295898,37.93079990816405,0.9485393500328064,1,BUY
2021-02-02,0.9807400107383728,40.5075692002745,0.9489175501465797,-1,SELL
2021-02-19,0.9849600195884705,62.84408317665469,0.953724080324173,1,BUY
2021-02-23,0.997979998588562,84.31680793478438,0.954608790576458,-1,SELL
2021-03-11,0.9750999808311462,42.30863651072915,0.9584772759675979,1,BUY
2021-03-12,0.9758399724960327,33.98728277940218,0.9586717256903649,-1,SELL
2021-04-19,0.9655500054359436,53.884566997869015,0.9618144205212593,1,BUY
2021-04-21,0.9738900065422058,69.12431754260189,0.962073885500431,-1,SELL
2021-04-23,0.9631369709968567,54.960535327675615,0.9622720003128051,1,BUY
2021-04-27,0.9664260149002075,53.12069092878952,0.9624362802505493,-1,SELL
